arch,mode,q,stratum,forward_um,backward_um,backward_over_forward
4x256,physics,12,full crossing,706.2760856538262,837.8000657781968,1.1862217662411916
4x256,physics,14,0.05-0.2 mm,1.2430916740413522e-05,1.2227019396959804e-05,0.9835975618120876
4x256,physics,14,0.5-2 mm,0.0012501269992526431,0.0012393777666375172,0.9914014875116272
4x256,physics,14,5-20 mm,0.11896533327160341,0.14135443008989057,1.1881984961717529
4x256,physics,14,50-200 mm,8.01621407359221,8.079370341448566,1.0078785655268878
4x256,physics,14,500-2000 mm,322.3294216955157,386.3935468947588,1.198753575960436
4x256,physics,14,full crossing,777.6948041887408,808.4757980924024,1.0395797859750022
4x256,physics,16,0.05-0.2 mm,1.1546291034392198e-05,1.1276569011897664e-05,0.97663994249832
4x256,physics,16,0.5-2 mm,0.0012461842828770386,0.0012732655392255765,1.0217313416006306
4x256,physics,16,5-20 mm,0.12096408107709067,0.1021146548652041,0.8441733608518566
4x256,physics,16,50-200 mm,13.181908567332812,7.610091286302634,0.5773133114549008
4x256,physics,16,500-2000 mm,305.81655982595635,331.217720159799,1.0830601205778352
4x256,physics,16,full crossing,685.7983693308736,929.3251558543147,1.3550996873338264
4x256,physics,18,0.05-0.2 mm,1.3329930936833989e-05,1.3016460798098706e-05,0.9764837387214749
4x256,physics,18,0.5-2 mm,0.001464942821272075,0.0013182191196392523,0.899843393542544
4x256,physics,18,5-20 mm,0.13957976663903082,0.13939701640897084,0.9986907111649456
4x256,physics,18,50-200 mm,8.12106200110918,11.440136231609443,1.4086995309291988
4x256,physics,18,500-2000 mm,316.8321568276049,369.4946309591316,1.166215685487321
4x256,physics,18,full crossing,698.9003056815477,891.9730206041195,1.276252154066942
4x256,physics,20,0.05-0.2 mm,1.1374481800885405e-05,1.1669015975712682e-05,1.025894293910106
4x256,physics,20,0.5-2 mm,0.0011780975910369307,0.0010696678103272461,0.9079619706086933
4x256,physics,20,5-20 mm,0.11071571783105583,0.13268026303947522,1.1983868744087058
4x256,physics,20,50-200 mm,11.10223480504402,11.41115619475741,1.0278251536864487
4x256,physics,20,500-2000 mm,310.1595850196288,357.2479768254624,1.1518198826673485
4x256,physics,20,full crossing,641.31095943236,873.5443298638472,1.362122878169808
4x256,data,2,0.05-0.2 mm,5.528022484213579e-07,5.208846687310142e-07,0.9422622107969152
4x256,data,2,0.5-2 mm,5.284229942503771e-05,5.035697370203707e-05,0.9529671163056344
4x256,data,2,5-20 mm,0.0060246864137525336,0.0056635980101304995,0.9400651952941852
4x256,data,2,50-200 mm,0.8586449303145116,0.7981903735796436,0.9295930662366757
4x256,data,2,500-2000 mm,153.66033262105816,136.88594813075383,0.890834646755115
4x256,data,2,full crossing,927.5858244488404,962.9560952447846,1.03813153442374
4x256,data,4,0.05-0.2 mm,9.272582701669307e-07,8.600977707828861e-07,0.9275708812260537
4x256,data,4,0.5-2 mm,6.535947250085883e-05,6.390663997990487e-05,0.9777716608570415
4x256,data,4,5-20 mm,0.006144629608684227,0.007226830859963229,1.1761214784613745
4x256,data,4,50-200 mm,1.0280508175526393,1.076236547958631,1.0468709616132614
4x256,data,4,500-2000 mm,176.25271067539927,164.6389747019219,0.9341074759703065
4x256,data,4,full crossing,1441.1217066209474,1196.90755845771,0.8305388455109349
4x256,data,6,0.05-0.2 mm,8.4560269897338e-07,7.533174084528582e-07,0.8908644796988437
4x256,data,6,0.5-2 mm,5.903584199273837e-05,7.232203458329423e-05,1.2250529871698976
4x256,data,6,5-20 mm,0.006144794760132299,0.006469172092238296,1.0527889611888375
4x256,data,6,50-200 mm,0.9643869098141522,1.0629999888394082,1.1022546843198646
4x256,data,6,500-2000 mm,171.84274001653677,170.55494788608883,0.9925059846559475
4x256,data,6,full crossing,844.104391579549,1009.0060638968268,1.1953569652785505
4x256,data,8,0.05-0.2 mm,6.903633220645133e-07,6.168363597680582e-07,0.893495265541375
4x256,data,8,0.5-2 mm,7.631988552248004e-05,6.830299525972805e-05,0.8949567310292859
4x256,data,8,5-20 mm,0.007886297595405267,0.00679479185805576,0.8615946552682158
4x256,data,8,50-200 mm,1.0528483240195285,0.8737637826499167,0.8299047096490509
4x256,data,8,500-2000 mm,183.01888473061467,177.61021458036907,0.9704474750886685
4x256,data,8,full crossing,1193.409704622523,1118.2578679217556,0.9370276306538518
4x256,data,10,0.05-0.2 mm,9.690950264484854e-07,9.499601105744659e-07,0.9802548611314779
4x256,data,10,0.5-2 mm,7.598191587021574e-05,8.16301337636105e-05,1.0743363447565923
4x256,data,10,5-20 mm,0.008945492538714461,0.008653656706769652,0.9673762142574267
4x256,data,10,50-200 mm,1.211455915974824,1.1537137895487604,0.9523365847121229
4x256,data,10,500-2000 mm,207.2975132869601,226.63896142130469,1.0933028468487722
4x256,data,10,full crossing,1291.465809412955,1402.4069591849013,1.0859032805695223
4x256,data,12,0.05-0.2 mm,8.705001164344139e-07,9.13701114768628e-07,1.0496277915632755
4x256,data,12,0.5-2 mm,6.772056604376075e-05,7.298741167005574e-05,1.0777732073723596
4x256,data,12,5-20 mm,0.007036044891606252,0.007596989767932882,1.0797244595462738
4x256,data,12,50-200 mm,1.0363105052846322,0.9225564664276931,0.8902317034548487
4x256,data,12,500-2000 mm,189.12551512701015,168.18067550550353,0.889254289102976
4x256,data,12,full crossing,1171.1524737316586,1189.4597826292354,1.0156318748482374
4x256,data,14,0.05-0.2 mm,1.159079943136021e-06,9.80605818767799e-07,0.846020867305028
4x256,data,14,0.5-2 mm,7.288255687853962e-05,8.442327725788346e-05,1.158346809903729
4x256,data,14,5-20 mm,0.00777700034859663,0.008647835132435944,1.1119756647556867
4x256,data,14,50-200 mm,0.9551394191049667,1.1567095462368115,1.21103738689869
4x256,data,14,500-2000 mm,161.30789839502313,195.11491911496393,1.2095806904454955
4x256,data,14,full crossing,1562.609209801849,1609.158999298037,1.0297897831423195
4x256,data,16,0.05-0.2 mm,1.4007497384227463e-06,1.1529976973179146e-06,0.8231289756414288
4x256,data,16,0.5-2 mm,7.317207284529559e-05,8.774718196491449e-05,1.1991895070464165
4x256,data,16,5-20 mm,0.007424742207717827,0.00966132136781539,1.3012332411720229
4x256,data,16,50-200 mm,1.0286603952742723,1.0587545953057997,1.0292557195453251
4x256,data,16,500-2000 mm,181.52691860404957,172.97864607566282,0.9529090638781105
4x256,data,16,full crossing,1107.3311029473416,1279.7390162857596,1.155696803674643
4x256,data,18,0.05-0.2 mm,1.1465317584224977e-06,1.0858229870791547e-06,0.947050074367873
4x256,data,18,0.5-2 mm,7.557520120826666e-05,7.638328725079191e-05,1.0106924762303757
4x256,data,18,5-20 mm,0.007929572539921992,0.007798313916396182,0.9834469483865645
4x256,data,18,50-200 mm,1.0539567436183006,1.0617047864940332,1.0073513860247556
4x256,data,18,500-2000 mm,198.64604843940725,201.3695378520626,1.013710262217907
4x256,data,18,full crossing,1237.565532890585,1338.2843565731055,1.0813846386358799
4x256,data,20,0.05-0.2 mm,1.1483507478260435e-06,1.0261196337069123e-06,0.8935594248094249
4x256,data,20,0.5-2 mm,7.409164481941843e-05,8.464611767067254e-05,1.1424515932528996
4x256,data,20,5-20 mm,0.008033047670608084,0.008310485377194254,1.0345370422238722
4x256,data,20,50-200 mm,1.0833126304348184,1.0270215572809605,0.9480380163838171
4x256,data,20,500-2000 mm,183.57313037683554,211.19789522158072,1.150483705257069
4x256,data,20,full crossing,1299.9700779153613,1234.0112922810463,0.9492613047370391
4x32,physics,2,0.05-0.2 mm,2.006362365136738e-05,2.0559891567017985e-05,1.0247347101537554
4x32,physics,2,0.5-2 mm,0.002228899731449019,0.0019460404061533154,0.8730946388908148
4x32,physics,2,5-20 mm,0.2267316397208674,0.1847763852933504,0.8149563312858816
4x32,physics,2,50-200 mm,10.182403482119184,12.710457973753364,1.2482767939881356
4x32,physics,2,500-2000 mm,264.6829726642927,277.72004642001355,1.0492554304664556
4x32,physics,2,full crossing,5241.795331225148,25108.924860374373,4.790138354086737
4x32,physics,4,0.05-0.2 mm,1.4774514056625776e-05,1.4527984149026452e-05,0.9833138398559534
4x32,physics,4,0.5-2 mm,0.0015419958456774907,0.0015234715959877576,0.9879868355406662
4x32,physics,4,5-20 mm,0.15190342419657554,0.16750015187483314,1.10267528701706
4x32,physics,4,50-200 mm,6.484150752228857,21.804855206625007,3.36279276035182
4x32,physics,4,500-2000 mm,260.28653131093904,258.7764033291968,0.9941982092806091
4x32,physics,4,full crossing,4908.1894627595375,2656.400099939745,0.5412179216175232
4x32,physics,6,0.05-0.2 mm,9.558988267599489e-06,9.583407845070724e-06,1.0025546194626063
4x32,physics,6,0.5-2 mm,0.0010505251211156974,0.0010534266134953896,1.0027619447849192
4x32,physics,6,5-20 mm,0.09294435216133934,0.1133907334254225,1.2199851931679602
4x32,physics,6,50-200 mm,8.220266344422189,13.854754951957204,1.6854386915769783
4x32,physics,6,500-2000 mm,290.37367426664673,280.9880198018888,0.967677323061528
4x32,physics,6,full crossing,852.1425164359471,864.8016969285948,1.014855708110416
4x32,physics,8,0.05-0.2 mm,1.0780638604046544e-05,1.0518874660192523e-05,0.9757190688355172
4x32,physics,8,0.5-2 mm,0.0012000070341855462,0.0010766126976591295,0.89717198898741
4x32,physics,8,5-20 mm,0.11595340416903355,0.10889559254678716,0.9391323465419117
4x32,physics,8,50-200 mm,11.222271234014869,8.377142752591826,0.7464748069179243
4x32,physics,8,500-2000 mm,271.22635860339983,284.6292208630921,1.0494157807106446
4x32,physics,8,full crossing,897.0190747583899,934.726593402889,1.0420364735885415
4x32,physics,10,0.05-0.2 mm,1.5591837154715904e-05,1.5720139856512105e-05,1.0082288379825333
4x32,physics,10,0.5-2 mm,0.0015367170362878824,0.0015785306270998944,1.0272096878115033
4x32,physics,10,5-20 mm,0.12690671007220544,0.16953042468514923,1.3358665163464754
4x32,physics,10,50-200 mm,11.764088641921688,15.107097173881812,1.2841706343530268
4x32,physics,10,500-2000 mm,310.2116406532982,298.54123437340263,0.9623792122844972
4x32,physics,10,full crossing,806.9971611871551,967.8196002139003,1.1992850120936769
4x32,physics,12,0.05-0.2 mm,1.3061367098998744e-05,1.271632754651364e-05,0.9735831976951667
4x32,physics,12,0.5-2 mm,0.0013576570410123168,0.0013247167629515388,0.9757374085901572
4x32,physics,12,5-20 mm,0.14057793266175622,0.12414202839750033,0.8830833264293177
4x32,physics,12,50-200 mm,15.256739697200317,10.327911558022151,0.6769409299102987
4x32,physics,12,500-2000 mm,321.1023975526288,328.3701011666267,1.0226336012106751
4x32,physics,12,full crossing,898.6607994084466,831.958079109242,0.9257754201105552
4x32,physics,14,0.05-0.2 mm,8.908045856514946e-06,8.961592357081827e-06,1.0060110265965594
4x32,physics,14,0.5-2 mm,0.0010173454683126693,0.000925406993701472,0.9096290518070691
4x32,physics,14,5-20 mm,0.11932609996279098,0.10409429801683245,0.8723514641749944
4x32,physics,14,50-200 mm,10.403711782430491,7.67156303925276,0.7373871171833393
4x32,physics,14,500-2000 mm,255.04618352754704,279.09987853946916,1.0943111348667727
4x32,physics,14,full crossing,949.4746678323836,874.2725055600289,0.9207960308788032
4x32,physics,16,0.05-0.2 mm,1.1864358384627849e-05,1.228931978403125e-05,1.0358183211958605
4x32,physics,16,0.5-2 mm,0.001317646628251623,0.0012374046356455892,0.9391020392830919
4x32,physics,16,5-20 mm,0.12288236180069134,0.12749104669751432,1.0375048528469695
4x32,physics,16,50-200 mm,11.210471906224484,12.97104590166498,1.1570472688543072
4x32,physics,16,500-2000 mm,309.2067718573901,366.3628620525756,1.1848474722977498
4x32,physics,16,full crossing,881.7830633865356,832.6998582466274,0.9443364165428609
4x32,physics,18,0.05-0.2 mm,1.423622109086864e-05,1.4398864323084126e-05,1.0114246070763686
4x32,physics,18,0.5-2 mm,0.001567870526741899,0.0014300371482534047,0.9120888006135826
4x32,physics,18,5-20 mm,0.15899963351273527,0.1631405675084352,1.026043670065241
4x32,physics,18,50-200 mm,14.671872223221527,11.938945986211813,0.8137302318729136
4x32,physics,18,500-2000 mm,334.5635373629676,260.1592022044912,0.7776077580212954
4x32,physics,18,full crossing,932.0981488868938,819.9562640913043,0.8796887592476086
4x32,physics,20,0.05-0.2 mm,1.9525685956978123e-05,2.122415310168435e-05,1.0869862983788914
4x32,physics,20,0.5-2 mm,0.0020992644635953184,0.002144131826753437,1.0213728970009222
4x32,physics,20,5-20 mm,0.21587350753549117,0.24834083970404208,1.150399799119459
4x32,physics,20,50-200 mm,8.830336776377123,13.624339226225857,1.5429014284793334
4x32,physics,20,500-2000 mm,312.92397179018394,264.84301824064715,0.8463494078945951
4x32,physics,20,full crossing,876.2076381569841,985.326832383123,1.1245357715160533
4x32,data,2,0.05-0.2 mm,2.1550476958509535e-06,2.495973205896007e-06,1.1581985914749948
4x32,data,2,0.5-2 mm,0.00024303792400814928,0.00028806385898860754,1.1852630002671867
4x32,data,2,5-20 mm,0.03383361630859838,0.03091269413602049,0.9136680470117061
4x32,data,2,50-200 mm,4.41503531473586,2.709838498788031,0.6137750449568382
4x32,data,2,500-2000 mm,859.9408419311487,744.7411821098377,0.8660376921247166
4x32,data,2,full crossing,4972.6924488184495,7258.950825800184,1.4597626739463785
4x32,data,4,0.05-0.2 mm,2.874898541449511e-06,2.730310200149688e-06,0.949706628176547
4x32,data,4,0.5-2 mm,0.00023693356610010596,0.00020358972108169837,0.8592692223088407
4x32,data,4,5-20 mm,0.023526445435351206,0.023457764065426545,0.9970806737416669
4x32,data,4,50-200 mm,2.8602448096464173,2.6226984068955517,0.9169489262073931
4x32,data,4,500-2000 mm,414.94518173157144,519.3011974522079,1.251493499177789
4x32,data,4,full crossing,5952.134677272284,5109.842308645327,0.8584890271647955
4x32,data,6,0.05-0.2 mm,2.5145254767267033e-06,2.5620181531849084e-06,1.0188873315851343
4x32,data,6,0.5-2 mm,0.00021489395862772653,0.00024744862514580745,1.1514917716904145
4x32,data,6,5-20 mm,0.022553267875480287,0.027591493562795222,1.2233922691439518
4x32,data,6,50-200 mm,4.2681338830412585,2.874652318006099,0.6735150294671088
4x32,data,6,500-2000 mm,633.3041815244655,620.0045714181357,0.978999648992818
4x32,data,6,full crossing,5368.0914034953275,8312.640250953053,1.548528075647229
4x32,data,8,0.05-0.2 mm,2.514070729375817e-06,2.6448105927556753e-06,1.0520032558560188
4x32,data,8,0.5-2 mm,0.000253213270795527,0.0002861333250336884,1.1300091979173743
4x32,data,8,5-20 mm,0.029995584949205067,0.02862282017446205,0.9542344389326737
4x32,data,8,50-200 mm,4.039403783297146,2.934671929871513,0.7265111603861745
4x32,data,8,500-2000 mm,1212.735547515434,773.22953899548,0.6375912214164229
4x32,data,8,full crossing,6922.389039631753,7954.214038744382,1.1490561991250812
4x32,data,10,0.05-0.2 mm,2.622840611365973e-06,3.832724360108841e-06,1.461287561089258
4x32,data,10,0.5-2 mm,0.0003008594973152867,0.00023349640088099477,0.7760978229525572
4x32,data,10,5-20 mm,0.028216120128377042,0.021493361138880118,0.761740488808884
4x32,data,10,50-200 mm,3.8570325699396335,2.857581889399441,0.7408757477627846
4x32,data,10,500-2000 mm,643.2725369439822,637.7348790393107,0.9913914280703177
4x32,data,10,full crossing,7497.117844594982,5901.143717154568,0.7871216432070591
4x32,data,12,0.05-0.2 mm,2.190176928706933e-06,1.7099921478802571e-06,0.780755255644952
4x32,data,12,0.5-2 mm,0.00023666449422421465,0.00019720904731457267,0.8332853137139274
4x32,data,12,5-20 mm,0.018802267035766818,0.021852495507346248,1.1622266328723605
4x32,data,12,50-200 mm,3.1694223499485474,2.2819215567650986,0.7199802692128247
4x32,data,12,500-2000 mm,560.331860941164,440.9511895156797,0.7869464869890389
4x32,data,12,full crossing,6803.209883216141,6010.400930377102,0.8834654572696723
4x32,data,14,0.05-0.2 mm,3.850459506793413e-06,3.4776235224853735e-06,0.9031710413652603
4x32,data,14,0.5-2 mm,0.0002550268778378495,0.00025056063890360747,0.9824871834211854
4x32,data,14,5-20 mm,0.030837660773386233,0.025895881485382688,0.8397485683392548
4x32,data,14,50-200 mm,3.7811553490145755,3.184755311110621,0.842270421907054
4x32,data,14,500-2000 mm,799.1602195444348,708.0652174859665,0.886011590879239
4x32,data,14,full crossing,6322.786332778605,7563.455648670214,1.196221926630626
4x32,data,16,0.05-0.2 mm,3.1336213623944786e-06,3.0296405384433456e-06,0.9668176809109832
4x32,data,16,0.5-2 mm,0.00026331584024319454,0.00020762250585448783,0.7884922747630025
4x32,data,16,5-20 mm,0.02601329126150631,0.02406499677931606,0.9251038839105578
4x32,data,16,50-200 mm,3.3079977690064766,2.2911641540339645,0.6926135729293712
4x32,data,16,500-2000 mm,505.8898587950864,706.6181977855113,1.3967826899485862
4x32,data,16,full crossing,6812.270599829276,6685.576438670296,0.9814020656839212
4x32,data,18,0.05-0.2 mm,3.436142037571699e-06,3.391619429748971e-06,0.9870428499940033
4x32,data,18,0.5-2 mm,0.0002491371517976404,0.00027551327441699414,1.1058698890512224
4x32,data,18,5-20 mm,0.029223359181429487,0.02928976763882929,1.002272444347945
4x32,data,18,50-200 mm,4.318855829840373,3.0036278909228997,0.6954684317475619
4x32,data,18,500-2000 mm,620.8580662916034,841.8761907284988,1.3559881661150683
4x32,data,18,full crossing,6635.800294812952,10556.591160484559,1.590854258940914
4x32,data,20,0.05-0.2 mm,4.030880518257618e-06,3.120987912552664e-06,0.7742695171480144
4x32,data,20,0.5-2 mm,0.00028769714788268175,0.0002951562194652979,1.0259268179664327
4x32,data,20,5-20 mm,0.027374166108984355,0.03316897087302095,1.2116888142260052
4x32,data,20,50-200 mm,4.25781119963986,3.222387265353177,0.7568177907056417
4x32,data,20,500-2000 mm,1082.7388185160771,743.6112627497948,0.6867872935126997
4x32,data,20,full crossing,6544.064531370395,9579.70028164965,1.4638761943326315
4x64,physics,2,0.05-0.2 mm,1.7554668829689035e-05,1.7419409914509743e-05,0.9922949890714806
4x64,physics,2,0.5-2 mm,0.001868061099585816,0.0017483976932908263,0.9359424558856659
4x64,physics,2,5-20 mm,0.18463137328939005,0.18557985290001966,1.0051371529861448
4x64,physics,2,50-200 mm,16.141690066348247,18.962050333044544,1.1747252149622243
4x64,physics,2,500-2000 mm,299.33186865662265,323.50825288467536,1.0807678258133835
4x64,physics,2,full crossing,5168.0956077671,25203.54411114505,4.876756550955983
4x64,physics,4,0.05-0.2 mm,1.2094062640244374e-05,1.147682837654429e-05,0.948963860857958
4x64,physics,4,0.5-2 mm,0.001243120385518992,0.0011716670229589,0.9425209630600169
4x64,physics,4,5-20 mm,0.12017266959674089,0.11637987188350962,0.9684387662689143
4x64,physics,4,50-200 mm,8.92982195471781,9.267135653843184,1.0377738437379667
4x64,physics,4,500-2000 mm,275.5834794684091,263.3378994142319,0.9555648978748709
4x64,physics,4,full crossing,4880.560737178684,2796.5921426364134,0.5730063189937977
4x64,physics,6,0.05-0.2 mm,7.839105364837451e-06,7.922267286630813e-06,1.010608598548297
4x64,physics,6,0.5-2 mm,0.0008214441962195451,0.0007978084113346995,0.971226548323523
4x64,physics,6,5-20 mm,0.08303546776744497,0.08452748155696188,1.01796839145527
4x64,physics,6,50-200 mm,7.874533581424981,10.483150729879043,1.33127259176435
4x64,physics,6,500-2000 mm,276.05977959120764,288.85830966136706,1.0463614442100606
4x64,physics,6,full crossing,808.9467397356884,702.3651897861321,0.8682465177072346
4x64,physics,8,0.05-0.2 mm,2.3931022496981313e-05,2.34502408602566e-05,0.9799096909968907
4x64,physics,8,0.5-2 mm,0.0025376475605298765,0.002396654927849795,0.9444396318570569
4x64,physics,8,5-20 mm,0.26248782057791686,0.22584079566456694,0.8603858082532572
4x64,physics,8,50-200 mm,16.1193388849874,11.400402922973285,0.7072500308056026
4x64,physics,8,500-2000 mm,271.9219284539189,290.038411392203,1.0666238395751675
4x64,physics,8,full crossing,796.5830953986028,815.9228115140706,1.0242783411136667
4x64,physics,10,0.05-0.2 mm,1.855261189120938e-05,1.853146613939316e-05,0.9988602277706117
4x64,physics,10,0.5-2 mm,0.001984398295462597,0.0018541408906003198,0.9343592437263649
4x64,physics,10,5-20 mm,0.1849034969794161,0.21678290284365964,1.172411048925659
4x64,physics,10,50-200 mm,11.164364997187093,22.40732421110181,2.0070397390937527
4x64,physics,10,500-2000 mm,260.67943002041363,302.7094365521217,1.1612325396308283
4x64,physics,10,full crossing,674.5073472454806,847.1128148183595,1.2558985729032555
4x64,physics,12,0.05-0.2 mm,1.9027083908440545e-05,1.9200626866222592e-05,1.0091208384120838
4x64,physics,12,0.5-2 mm,0.0019438391216652917,0.0018505244092636985,0.9519946319828926
4x64,physics,12,5-20 mm,0.1533708808665324,0.2312150047742989,1.5075547813767116
4x64,physics,12,50-200 mm,7.802170700018429,23.735422507868975,3.0421562691281427
4x64,physics,12,500-2000 mm,266.0299181981003,340.04385819270766,1.278216602463083
4x64,physics,12,full crossing,673.4413251614342,811.5945453720315,1.2051451478382023
4x64,physics,14,0.05-0.2 mm,2.0281390789023135e-05,2.095362106047105e-05,1.03314517620812
4x64,physics,14,0.5-2 mm,0.002164615911404155,0.0021433271939486076,0.9901651293684994
4x64,physics,14,5-20 mm,0.20570224722860075,0.23474134356149534,1.1411705351989805
4x64,physics,14,50-200 mm,10.339171181584561,26.339248614789312,2.54752031397865
4x64,physics,14,500-2000 mm,292.89059217114755,349.24317692716045,1.1924014845894533
4x64,physics,14,full crossing,765.7770858368167,850.4854593491018,1.1106175348923095
4x64,physics,16,0.05-0.2 mm,9.694833380535783e-06,9.623022378946189e-06,0.992592858611292
4x64,physics,16,0.5-2 mm,0.0010145405280326258,0.0010211188339326327,1.006484024756274
4x64,physics,16,5-20 mm,0.09244883744941035,0.11631753238106057,1.2581827483197028
4x64,physics,16,50-200 mm,8.093315107387866,11.254695802207948,1.390616286759212
4x64,physics,16,500-2000 mm,249.16277141897325,306.12482057081536,1.2286138046524577
4x64,physics,16,full crossing,696.8525581355572,809.9213521333866,1.1622564094481438
4x64,physics,18,0.05-0.2 mm,1.7741598412612802e-05,1.889236500574043e-05,1.0648626220910022
4x64,physics,18,0.5-2 mm,0.0018821097995669334,0.0018002709794018301,0.9565175101984305
4x64,physics,18,5-20 mm,0.19665778485489227,0.1933283782236117,0.9830700491529627
4x64,physics,18,50-200 mm,16.095319269375352,20.45049915228203,1.2705867345665707
4x64,physics,18,500-2000 mm,275.20683773144583,294.0559073129947,1.0684905569095717
4x64,physics,18,full crossing,759.5560938260633,751.2900343212863,0.989117249440869
4x64,physics,20,0.05-0.2 mm,1.1233645125230396e-05,1.1209749573026784e-05,0.9978728585479397
4x64,physics,20,0.5-2 mm,0.0012025042686047982,0.0011857992845420995,0.9861081706744538
4x64,physics,20,5-20 mm,0.12935512918765824,0.10964059524631864,0.847593720750421
4x64,physics,20,50-200 mm,13.16276944340622,9.285379091437562,0.7054274658050017
4x64,physics,20,500-2000 mm,285.23077448140907,321.77990141859425,1.1281387921890154
4x64,physics,20,full crossing,743.3025052181392,729.2398719813207,0.9810808746935522
4x64,data,2,0.05-0.2 mm,1.541991423437139e-06,1.426201379217673e-06,0.9249087624875585
4x64,data,2,0.5-2 mm,0.00013305238155680854,0.0001498311945624664,1.1261068220601067
4x64,data,2,5-20 mm,0.016477644084744725,0.01877606688793776,1.1394873436622504
4x64,data,2,50-200 mm,2.2243776280177485,2.1750549598351654,0.9778263063063906
4x64,data,2,500-2000 mm,330.3323316273108,334.48181349498896,1.0125615371866163
4x64,data,2,full crossing,3972.7410046647265,3219.6459086488003,0.8104343839350074
4x64,data,4,0.05-0.2 mm,1.835132934502326e-06,1.4919123714207672e-06,0.8129723702143477
4x64,data,4,0.5-2 mm,0.00015485594673236847,0.00014594069241979923,0.9424287248847013
4x64,data,4,5-20 mm,0.02034500007397355,0.014327211999898282,0.7042129244436054
4x64,data,4,50-200 mm,2.095143470013383,2.206350600403084,1.0530785275478012
4x64,data,4,500-2000 mm,431.9853921126722,318.70338697257284,0.737764268865479
4x64,data,4,full crossing,3940.22491682108,3725.4291949753338,0.9454864312621422
4x64,data,6,0.05-0.2 mm,2.4300277345901122e-06,2.445062818878796e-06,1.0061872068679165
4x64,data,6,0.5-2 mm,0.00021442750153255474,0.00022925225806602612,1.0691364513764139
4x64,data,6,5-20 mm,0.019958267479580627,0.027698870141534826,1.3878394089002783
4x64,data,6,50-200 mm,3.164362691883582,2.60389571420383,0.8228815618647889
4x64,data,6,500-2000 mm,477.7087764819754,484.58363948719807,1.014391326564799
4x64,data,6,full crossing,5446.343636316897,6410.385126239191,1.1770070994958794
4x64,data,8,0.05-0.2 mm,1.7431958099223266e-06,1.795456228137482e-06,1.0299796602984514
4x64,data,8,0.5-2 mm,0.0001696510452120492,0.00020841831727125282,1.2285118374057045
4x64,data,8,5-20 mm,0.01997463152747514,0.023971779619103017,1.200111230393902
4x64,data,8,50-200 mm,2.5037655494699607,3.0755126723036597,1.2283548964697337
4x64,data,8,500-2000 mm,397.1874424446007,464.81606971909173,1.1702687951518602
4x64,data,8,full crossing,5313.740899860875,4587.749089156205,0.8633746310958296
4x64,data,10,0.05-0.2 mm,2.151907096958894e-06,2.05912442652334e-06,0.9568835148289274
4x64,data,10,0.5-2 mm,0.00021879824174675377,0.00021537654504300008,0.9843614067625182
4x64,data,10,5-20 mm,0.018511371635554497,0.021097350185073083,1.139696755077389
4x64,data,10,50-200 mm,2.4481054969101024,2.321325915048078,0.9482131868818398
4x64,data,10,500-2000 mm,374.28458595197253,434.7064132953733,1.16143284979188
4x64,data,10,full crossing,4972.891838379326,6026.896237391469,1.2119499947450385
4x64,data,12,0.05-0.2 mm,3.3837750379461795e-06,2.8860540624009445e-06,0.8529095551673163
4x64,data,12,0.5-2 mm,0.0003102111136854546,0.0002472787059559778,0.7971303897471302
4x64,data,12,5-20 mm,0.026418529280647363,0.025942592429828437,0.9819847332997613
4x64,data,12,50-200 mm,3.575437935410264,2.7070689858845753,0.7571293460514097
4x64,data,12,500-2000 mm,727.797777883417,614.9293234747865,0.8449178359174513
4x64,data,12,full crossing,5710.4752325811605,5753.415460621283,1.0075195542036723
4x64,data,14,0.05-0.2 mm,3.3547173927672702e-06,2.520891939639114e-06,0.7514468864274905
4x64,data,14,0.5-2 mm,0.0001842590346967654,0.00024282161348310183,1.317827448096169
4x64,data,14,5-20 mm,0.02041088228565968,0.022759432141583602,1.1150636127853213
4x64,data,14,50-200 mm,2.730660060109358,2.2055131487377366,0.80768499197568
4x64,data,14,500-2000 mm,434.90563042722385,393.4425208001642,0.904661823793063
4x64,data,14,full crossing,5175.3205359577805,7834.91461937382,1.513899393271848
4x64,data,16,0.05-0.2 mm,1.9821797536678787e-06,1.7307115740550216e-06,0.8731355321597178
4x64,data,16,0.5-2 mm,0.00020911607379048291,0.0001903965873850666,0.9104827951954966
4x64,data,16,5-20 mm,0.017890755700022964,0.02312815623639608,1.2927433935262105
4x64,data,16,50-200 mm,2.52548105504502,2.3874012889564256,0.9453253605633826
4x64,data,16,500-2000 mm,449.6343571574348,379.3418351526512,0.8436673690836943
4x64,data,16,full crossing,5780.434670967253,4402.0597124082315,0.761544756230525
4x64,data,18,0.05-0.2 mm,2.1837536223756615e-06,1.8426362657919526e-06,0.8437931124241872
4x64,data,18,0.5-2 mm,0.00020973787684397394,0.0002055371339793055,0.9799714628188336
4x64,data,18,5-20 mm,0.019837303995018374,0.01992938486061746,1.0046418034236009
4x64,data,18,50-200 mm,2.4054286216763643,2.0712940457769946,0.8610914608364024
4x64,data,18,500-2000 mm,346.41062304508455,364.06717923125774,1.0509700194265557
4x64,data,18,full crossing,4328.062873298407,5293.217621426379,1.2229992438608985
4x64,data,20,0.05-0.2 mm,3.086711330979597e-06,3.231434675399214e-06,1.046885934219734
4x64,data,20,0.5-2 mm,0.00020874111328339495,0.00019544222595868632,0.9362900431279508
