rank,tag,arch,width,depth,q,mode,seed,best_column,best_median_um,single_step_full_crossing_um,n_parameters,multiply_adds,col_0.1_mm,col_1_mm,col_10_mm,col_100_mm,col_1000_mm,col_full_crossing
1,w128_d8_q14_physics_s0,8x128,128,8,14,physics,0,full crossing,549.323,673.202,124348,123264,188321,171971,120584,9040.77,2692.15,549.323
2,w128_d8_q12_physics_s2,8x128,128,8,12,physics,2,full crossing,572.562,677.336,123316,122240,165647,178225,120202,10953.1,2214.08,572.562
3,w128_d8_q18_physics_s0,8x128,128,8,18,physics,0,full crossing,590.349,673.724,126412,125312,131875,120557,84479.6,10708.1,2251.02,590.349
4,w64_d8_q18_physics_s1,8x64,64,8,18,physics,1,full crossing,592.09,647.261,34572,33984,241615,221823,155211,9201.8,2053.18,592.09
5,w256_d8_q18_physics_s1,8x256,256,8,18,physics,1,full crossing,593.911,592.895,482124,480000,146557,142378,100332,13865.4,2187.59,593.911
6,w256_d8_q14_physics_s2,8x256,256,8,14,physics,2,full crossing,612.244,621.325,478012,475904,121147,116311,86657.3,11770.1,2281.83,612.244
7,w256_d8_q18_physics_s2,8x256,256,8,18,physics,2,full crossing,613.805,592.895,482124,480000,209855,199287,135041,11737.1,2172.87,613.805
8,w256_d8_q12_physics_s2,8x256,256,8,12,physics,2,full crossing,623.397,645.284,475956,473856,108343,103964,78379.8,7367.94,2136.08,623.397
9,w128_d8_q16_physics_s1,8x128,128,8,16,physics,1,full crossing,634.655,631.616,125380,124288,127948,122398,88149.4,7925.53,2558.82,634.655
10,w128_d8_q20_physics_s2,8x128,128,8,20,physics,2,full crossing,642.56,648.301,127444,126336,285074,275019,169614,8768.27,2930.41,642.56
11,w128_d8_q10_physics_s0,8x128,128,8,10,physics,0,full crossing,642.732,658.747,122284,121216,169780,156889,100787,8095.05,2648.76,642.732
12,w64_d8_q20_physics_s0,8x64,64,8,20,physics,0,full crossing,642.732,638.527,35092,34496,179141,173051,109998,10328.1,2440.97,642.732
13,w256_d8_q20_physics_s1,8x256,256,8,20,physics,1,full crossing,646.463,655.726,484180,482048,130241,130505,98727.2,11841.5,2750.18,646.463
14,w256_d8_q16_physics_s1,8x256,256,8,16,physics,1,full crossing,647.571,669.552,480068,477952,106734,104942,75369,14561.5,2402.73,647.571
15,w256_d8_q08_physics_s1,8x256,256,8,8,physics,1,full crossing,652.628,659.571,471844,469760,136013,148180,104416,11645.9,2333.73,652.628
16,w128_d8_q20_physics_s0,8x128,128,8,20,physics,0,full crossing,655.243,648.301,127444,126336,138308,127132,92760.2,11977,2707,655.243
17,w64_d8_q18_physics_s0,8x64,64,8,18,physics,0,full crossing,657.655,647.261,34572,33984,223873,217896,151782,9098.66,1993.76,657.655
18,w256_d8_q14_physics_s1,8x256,256,8,14,physics,1,full crossing,660.471,621.325,478012,475904,192785,229221,162973,15267,2421.47,660.471
19,w256_d8_q20_physics_s0,8x256,256,8,20,physics,0,full crossing,662.336,655.726,484180,482048,128114,124086,97126.6,11158,2572.73,662.336
20,w256_d4_q10_physics_s0,4x256,256,4,10,physics,0,full crossing,666.643,814.932,210732,209664,190240,171759,138813,18398.4,2716.71,666.643
21,w128_d4_q16_physics_s1,4x128,128,4,16,physics,1,full crossing,666.702,729.159,59332,58752,213581,205159,163555,20345.5,2838.78,666.702
22,w64_d8_q08_physics_s0,8x64,64,8,8,physics,0,full crossing,675.205,685.532,31972,31424,157502,141712,99151.4,10872.5,2758.16,675.205
23,w64_d4_q16_physics_s2,4x64,64,4,16,physics,2,full crossing,675.582,765.959,17412,17088,256213,249861,193522,14528.5,2770.15,675.582
24,w128_d8_q16_physics_s0,8x128,128,8,16,physics,0,full crossing,678.339,631.616,125380,124288,164390,147271,94632.4,9281.42,2094.69,678.339
25,w128_d8_q08_physics_s0,8x128,128,8,8,physics,0,full crossing,684.154,771.173,121252,120192,116487,103296,73011.3,10654.5,2289.31,684.154
26,w64_d8_q20_physics_s1,8x64,64,8,20,physics,1,full crossing,687.187,638.527,35092,34496,139288,131547,92854.7,11466.3,2359.32,687.187
27,w128_d4_q12_physics_s2,4x128,128,4,12,physics,2,full crossing,687.755,775.665,57268,56704,305982,288914,212807,20129.8,3016.95,687.755
28,w256_d8_q16_physics_s0,8x256,256,8,16,physics,0,full crossing,690.305,669.552,480068,477952,164969,161090,120375,9956.42,2165.88,690.305
29,w256_d8_q18_physics_s0,8x256,256,8,18,physics,0,full crossing,691.828,592.895,482124,480000,129794,116822,84092.5,12412.5,2348.79,691.828
30,w128_d8_q12_physics_s0,8x128,128,8,12,physics,0,full crossing,692.847,677.336,123316,122240,153018,144381,101405,12359.7,2512.89,692.847
31,w128_d8_q10_physics_s1,8x128,128,8,10,physics,1,full crossing,694.214,658.747,122284,121216,320355,308831,188958,11892.3,2994.81,694.214
32,w64_d4_q12_physics_s0,4x64,64,4,12,physics,0,full crossing,695.238,725.973,16372,16064,290479,304407,228662,13277.1,3036,695.238
33,w64_d8_q08_physics_s1,8x64,64,8,8,physics,1,full crossing,695.497,685.532,31972,31424,107953,103239,77816.7,7101.2,2556.97,695.497
34,w64_d8_q10_physics_s1,8x64,64,8,10,physics,1,full crossing,697.285,739.572,32492,31936,129185,121383,94800.6,10276.1,2024.76,697.285
35,w128_d8_q16_physics_s2,8x128,128,8,16,physics,2,full crossing,699.332,631.616,125380,124288,101191,100357,67850.7,12775.6,2221.62,699.332
36,w128_d8_q14_physics_s1,8x128,128,8,14,physics,1,full crossing,699.841,673.202,124348,123264,170306,177134,125224,7807.87,2509.71,699.841
37,w128_d4_q14_physics_s1,4x128,128,4,14,physics,1,full crossing,701.846,777.561,58300,57728,184827,179351,144345,16948.5,2583.15,701.846
38,w32_d8_q18_physics_s0,8x32,32,8,18,physics,0,full crossing,702.109,750.273,10156,9824,503616,497213,374685,8014.97,3531.65,702.109
39,w256_d8_q12_physics_s1,8x256,256,8,12,physics,1,full crossing,703.262,645.284,475956,473856,178074,185371,136005,14218.1,2330.57,703.262
40,w256_d8_q08_physics_s2,8x256,256,8,8,physics,2,full crossing,704.623,659.571,471844,469760,79270.5,76716.8,59202.9,8779.22,1998.63,704.623
41,w64_d8_q06_physics_s1,8x64,64,8,6,physics,1,full crossing,704.985,763.304,31452,30912,246434,250206,177052,7298.65,2862.23,704.985
42,w32_d8_q08_physics_s2,8x32,32,8,8,physics,2,full crossing,707.958,767.225,8836,8544,140738,135733,98500.9,9515.69,2771.92,707.958
43,w64_d8_q12_physics_s0,8x64,64,8,12,physics,0,full crossing,709.961,701.515,33012,32448,170805,155842,108172,9349.09,2281.37,709.961
44,w128_d8_q20_physics_s1,8x128,128,8,20,physics,1,full crossing,710.218,648.301,127444,126336,115166,107704,77254.6,12787.6,2356.15,710.218
45,w256_d8_q10_physics_s2,8x256,256,8,10,physics,2,full crossing,714.443,747.224,473900,471808,92017.5,87974.6,67901.4,8900.25,2166.21,714.443
46,w128_d8_q18_physics_s1,8x128,128,8,18,physics,1,full crossing,716.673,673.724,126412,125312,198129,174981,113362,8780.39,2561.14,716.673
47,w128_d4_q20_physics_s0,4x128,128,4,20,physics,0,full crossing,717.685,770.915,61396,60800,314926,287751,209481,11045.2,2603.11,717.685
48,w128_d4_q16_physics_s2,4x128,128,4,16,physics,2,full crossing,719.132,729.159,59332,58752,168184,167988,136512,15423.1,2952.68,719.132
49,w32_d4_q16_physics_s1,4x32,32,4,16,physics,1,full crossing,719.579,910.23,5668,5472,236344,238723,182407,20909.9,2758.75,719.579
50,w256_d8_q20_physics_s2,8x256,256,8,20,physics,2,full crossing,721.326,655.726,484180,482048,108652,100754,77434.8,12444.3,2402.6,721.326
51,w64_d4_q20_physics_s1,4x64,64,4,20,physics,1,full crossing,721.586,734.906,18452,18112,173301,174054,131788,11749.6,2894.78,721.586
52,w32_d8_q14_physics_s2,8x32,32,8,14,physics,2,full crossing,724.395,734.199,9628,9312,133688,126844,85945.1,9914.11,2757.54,724.395
53,w128_d8_q18_physics_s2,8x128,128,8,18,physics,2,full crossing,724.635,673.724,126412,125312,160045,158117,112288,11003.5,2120.11,724.635
54,w128_d8_q12_physics_s1,8x128,128,8,12,physics,1,full crossing,725.851,677.336,123316,122240,147957,139685,100937,10377,3193.91,725.851
55,w256_d4_q16_physics_s1,4x256,256,4,16,physics,1,full crossing,729.373,779.861,216900,215808,232328,248249,191449,14932,2635.57,729.373
56,w256_d8_q08_physics_s0,8x256,256,8,8,physics,0,full crossing,731.031,659.571,471844,469760,160197,155193,103346,13860.5,2883.68,731.031
57,w32_d8_q16_physics_s0,8x32,32,8,16,physics,0,full crossing,731.334,724.493,9892,9568,285270,273024,191978,12045.5,2651.64,731.334
58,w256_d8_q14_physics_s0,8x256,256,8,14,physics,0,full crossing,731.564,621.325,478012,475904,141758,138524,102881,13431.5,3113.03,731.564
59,w64_d4_q18_physics_s1,4x64,64,4,18,physics,1,full crossing,733.385,769.52,17932,17600,146606,140373,113807,21301.1,2757.77,733.385
60,w128_d4_q18_physics_s0,4x128,128,4,18,physics,0,full crossing,733.909,717.68,60364,59776,210962,203504,159153,17526.5,2259.38,733.909
61,w128_d4_q06_physics_s0,4x128,128,4,6,physics,0,full crossing,734.322,770.279,54172,53632,341201,304932,234474,10785.8,3281.47,734.322
62,w256_d4_q20_physics_s1,4x256,256,4,20,physics,1,full crossing,735.165,733.908,221012,219904,184685,185777,152375,18682.3,3087.04,735.165
63,w64_d4_q08_physics_s1,4x64,64,4,8,physics,1,full crossing,735.84,775.723,15332,15040,273362,267334,194228,18403.6,2523.86,735.84
64,w64_d8_q16_physics_s2,8x64,64,8,16,physics,2,full crossing,735.96,751.936,34052,33472,252375,280959,191778,9427.49,2717.9,735.96
65,w32_d8_q10_physics_s1,8x32,32,8,10,physics,1,full crossing,737.007,773.468,9100,8800,153391,139769,95443.5,11512.7,2245.16,737.007
66,w128_d8_q06_physics_s0,8x128,128,8,6,physics,0,full crossing,739.313,739.256,120220,119168,208122,188678,130963,14831.9,2431.85,739.313
67,w256_d4_q12_physics_s1,4x256,256,4,12,physics,1,full crossing,739.476,790.557,212788,211712,178406,182950,149655,13670.5,2987.63,739.476
68,w128_d8_q14_physics_s2,8x128,128,8,14,physics,2,full crossing,741.097,673.202,124348,123264,135626,134904,101495,13713.5,2735.07,741.097
69,w64_d8_q12_physics_s1,8x64,64,8,12,physics,1,full crossing,741.739,701.515,33012,32448,233950,215969,138005,5607.16,2098.55,741.739
70,w64_d8_q18_physics_s2,8x64,64,8,18,physics,2,full crossing,741.837,647.261,34572,33984,191313,204428,153063,11913.2,2379.97,741.837
71,w32_d8_q06_physics_s1,8x32,32,8,6,physics,1,full crossing,741.997,878.39,8572,8288,163927,145912,86380.4,9210.96,2488.6,741.997
72,w256_d8_q16_physics_s2,8x256,256,8,16,physics,2,full crossing,742.15,669.552,480068,477952,112156,109308,85123.1,8652.74,2544.2,742.15
73,w128_d4_q10_physics_s2,4x128,128,4,10,physics,2,full crossing,743.117,721.712,56236,55680,276222,259617,190595,14976.2,3115.79,743.117
74,w64_d4_q12_physics_s2,4x64,64,4,12,physics,2,full crossing,743.708,725.973,16372,16064,152337,144054,114895,15160.3,2826.51,743.708
75,w32_d8_q20_physics_s2,8x32,32,8,20,physics,2,full crossing,746.717,732.345,10420,10080,230436,235207,158665,9079.86,3125.18,746.717
76,w128_d4_q18_physics_s1,4x128,128,4,18,physics,1,full crossing,747.212,717.68,60364,59776,186050,176840,140384,16634.5,2807.83,747.212
77,w32_d8_q16_physics_s2,8x32,32,8,16,physics,2,full crossing,749.268,724.493,9892,9568,215234,226638,156067,8292.83,2674.47,749.268
78,w32_d8_q16_physics_s1,8x32,32,8,16,physics,1,full crossing,749.683,724.493,9892,9568,176172,155914,111066,9394.28,2777.62,749.683
79,w256_d4_q08_physics_s1,4x256,256,4,8,physics,1,full crossing,749.916,758.936,208676,207616,171453,174068,144784,15421.6,2541.41,749.916
80,w64_d4_q14_physics_s2,4x64,64,4,14,physics,2,full crossing,750.692,813.764,16892,16576,123029,123019,96575.5,18782.7,2460.72,750.692
81,w32_d8_q20_physics_s1,8x32,32,8,20,physics,1,full crossing,751.889,732.345,10420,10080,173657,176052,120696,11766.7,3109.91,751.889
82,w256_d8_q06_physics_s1,8x256,256,8,6,physics,1,full crossing,752.411,769.391,469788,467712,100282,94234.5,68546.8,9668.1,2769.37,752.411
83,w32_d8_q20_physics_s0,8x32,32,8,20,physics,0,full crossing,755.566,732.345,10420,10080,359908,367242,261930,13198.7,2637.47,755.566
84,w32_d8_q14_physics_s0,8x32,32,8,14,physics,0,full crossing,756.828,734.199,9628,9312,665870,632188,485322,12692.3,3037.64,756.828
85,w64_d8_q10_physics_s0,8x64,64,8,10,physics,0,full crossing,758.32,739.572,32492,31936,365385,329250,195150,10188.7,1960.25,758.32
86,w64_d8_q08_physics_s2,8x64,64,8,8,physics,2,full crossing,760.192,685.532,31972,31424,150922,134233,86882.3,9764.05,2245.75,760.192
87,w128_d4_q08_physics_s1,4x128,128,4,8,physics,1,full crossing,760.39,800.829,55204,54656,181173,174394,139266,16959.2,2852.03,760.39
88,w64_d8_q14_physics_s0,8x64,64,8,14,physics,0,full crossing,760.48,739.493,33532,32960,144691,129875,85855.9,14470.1,2987.68,760.48
89,w128_d4_q10_physics_s1,4x128,128,4,10,physics,1,full crossing,762.531,721.712,56236,55680,145469,135847,108377,18401.3,2882.37,762.531
90,w64_d8_q14_physics_s1,8x64,64,8,14,physics,1,full crossing,763.106,739.493,33532,32960,130841,118781,90206.4,13569,2425.16,763.106
91,w256_d8_q12_physics_s0,8x256,256,8,12,physics,0,full crossing,765.335,645.284,475956,473856,161676,160960,111411,13108.9,2706.06,765.335
92,w256_d8_q10_physics_s0,8x256,256,8,10,physics,0,full crossing,765.369,747.224,473900,471808,177326,154004,96483.9,9639.07,2516.72,765.369
93,w256_d4_q14_physics_s0,4x256,256,4,14,physics,0,full crossing,765.588,794.07,214844,213760,151771,149406,121943,18492.3,2572.2,765.588
94,w256_d8_q10_physics_s1,8x256,256,8,10,physics,1,full crossing,766.075,747.224,473900,471808,160984,161690,115600,11728.2,2740.03,766.075
95,w64_d4_q20_physics_s0,4x64,64,4,20,physics,0,full crossing,766.656,734.906,18452,18112,213587,207060,149318,14329.5,2602.79,766.656
96,w64_d4_q10_physics_s1,4x64,64,4,10,physics,1,full crossing,767.377,736.464,15852,15552,309882,317039,245141,15833.4,2823.12,767.377
97,w64_d8_q16_physics_s1,8x64,64,8,16,physics,1,full crossing,768.99,751.936,34052,33472,139942,138918,101183,14458.7,2606.34,768.99
98,w128_d4_q10_physics_s0,4x128,128,4,10,physics,0,full crossing,769.673,721.712,56236,55680,183237,182539,148168,18930.2,3147.92,769.673
99,w32_d8_q18_physics_s2,8x32,32,8,18,physics,2,full crossing,769.696,750.273,10156,9824,160326,170287,106177,9048.11,2594.45,769.696
100,w64_d4_q10_physics_s0,4x64,64,4,10,physics,0,full crossing,771.859,736.464,15852,15552,542684,516224,367210,13729,3116.67,771.859
101,w32_d8_q12_physics_s0,8x32,32,8,12,physics,0,full crossing,772.99,843.958,9364,9056,347691,354313,272533,14996.1,2190.83,772.99
102,w64_d4_q16_physics_s0,4x64,64,4,16,physics,0,full crossing,775.436,765.959,17412,17088,211729,204965,155782,20010,3258.36,775.436
103,w128_d4_q16_physics_s0,4x128,128,4,16,physics,0,full crossing,777.221,729.159,59332,58752,271897,261023,203986,13999.7,2860.33,777.221
104,w64_d8_q06_physics_s2,8x64,64,8,6,physics,2,full crossing,778.182,763.304,31452,30912,169264,156770,98122.6,8116.85,2701.54,778.182
105,w256_d4_q20_physics_s2,4x256,256,4,20,physics,2,full crossing,778.295,733.908,221012,219904,162499,155444,120275,12581.8,2828.28,778.295
106,w32_d8_q08_physics_s1,8x32,32,8,8,physics,1,full crossing,778.775,767.225,8836,8544,301205,286501,171006,8981.24,2574.52,778.775
107,w64_d4_q06_physics_s2,4x64,64,4,6,physics,2,full crossing,781.231,754.649,14812,14528,237358,240406,178045,16982.9,2914.66,781.231
108,w128_d4_q18_physics_s2,4x128,128,4,18,physics,2,full crossing,782.304,717.68,60364,59776,165012,160867,130156,17589.7,2825.99,782.304
109,w256_d4_q18_physics_s1,4x256,256,4,18,physics,1,full crossing,782.351,788.341,218956,217856,211961,212070,168096,13921.5,2538.2,782.351
110,w128_d4_q06_physics_s1,4x128,128,4,6,physics,1,full crossing,782.869,770.279,54172,53632,163645,173807,141798,12427.2,2851.46,782.869
111,w256_d4_q08_physics_s2,4x256,256,4,8,physics,2,full crossing,785.145,758.936,208676,207616,210185,196889,149652,11784.2,2854.19,785.145
112,w64_d4_q16_physics_s1,4x64,64,4,16,physics,1,full crossing,785.257,765.959,17412,17088,175588,176442,142951,16763.3,3100.23,785.257
113,w32_d4_q08_physics_s1,4x32,32,4,8,physics,1,full crossing,785.85,920.105,4612,4448,302970,284306,198528,12569.8,2575.66,785.85
114,w64_d8_q16_physics_s0,8x64,64,8,16,physics,0,full crossing,787.103,751.936,34052,33472,193742,191933,137916,10867.4,2555.35,787.103
115,w128_d4_q12_physics_s0,4x128,128,4,12,physics,0,full crossing,787.115,775.665,57268,56704,161272,151752,122397,20021.3,2980.46,787.115
116,w128_d8_q06_physics_s2,8x128,128,8,6,physics,2,full crossing,787.843,739.256,120220,119168,130008,135965,104739,9823.75,2502.42,787.843
117,w256_d4_q20_physics_s0,4x256,256,4,20,physics,0,full crossing,789.288,733.908,221012,219904,162626,157942,127055,16441.5,2720.44,789.288
118,w64_d4_q06_physics_s0,4x64,64,4,6,physics,0,full crossing,790.605,754.649,14812,14528,192555,191026,150954,20870.2,3207.97,790.605
119,w128_d4_q14_physics_s2,4x128,128,4,14,physics,2,full crossing,794.506,777.561,58300,57728,205600,198955,151471,16551,3099.46,794.506
120,w64_d4_q18_physics_s0,4x64,64,4,18,physics,0,full crossing,795.13,769.52,17932,17600,171308,165327,125285,14166.7,2642.35,795.13
121,w256_d4_q08_physics_s0,4x256,256,4,8,physics,0,full crossing,795.281,758.936,208676,207616,246741,236590,172124,10478.5,3197.71,795.281
122,w256_d4_q18_physics_s0,4x256,256,4,18,physics,0,full crossing,795.431,788.341,218956,217856,155649,145615,124804,18211.3,3667.34,795.431
123,w64_d8_q14_physics_s2,8x64,64,8,14,physics,2,full crossing,798.601,739.493,33532,32960,394807,365378,204526,11605.1,2103.53,798.601
124,w128_d8_q10_physics_s2,8x128,128,8,10,physics,2,full crossing,799.744,658.747,122284,121216,296801,286905,173632,8559.41,2606.6,799.744
125,w128_d8_q08_physics_s2,8x128,128,8,8,physics,2,full crossing,801.029,771.173,121252,120192,159983,172927,123852,9255.1,2509.55,801.029
126,w128_d2_q20_physics_s1,2x128,128,2,20,physics,1,full crossing,802.58,935.874,28372,28032,337813,338845,298093,35993.8,3133.92,802.58
127,w128_d2_q16_physics_s0,2x128,128,2,16,physics,0,full crossing,804.191,847.7,26308,25984,319890,320844,277286,19490.3,3706.1,804.191
128,w256_d4_q16_physics_s2,4x256,256,4,16,physics,2,full crossing,807.203,779.861,216900,215808,240496,232396,179900,13810.7,3269.37,807.203
129,w64_d4_q18_physics_s2,4x64,64,4,18,physics,2,full crossing,808.191,769.52,17932,17600,236858,229156,177746,11899.5,2538.81,808.191
130,w256_d4_q06_physics_s0,4x256,256,4,6,physics,0,full crossing,808.715,807.499,206620,205568,207811,200462,150291,16808.2,2640.93,808.715
131,w128_d4_q20_physics_s2,4x128,128,4,20,physics,2,full crossing,809.681,770.915,61396,60800,174161,173029,135024,15365.6,3010.46,809.681
132,w128_d4_q06_physics_s2,4x128,128,4,6,physics,2,full crossing,809.871,770.279,54172,53632,228616,236975,182195,13152.3,2712.89,809.871
133,w256_d4_q12_physics_s0,4x256,256,4,12,physics,0,full crossing,809.888,790.557,212788,211712,190578,181431,148824,17983.8,2379.52,809.888
134,w32_d4_q18_physics_s1,4x32,32,4,18,physics,1,full crossing,812.219,878.935,5932,5728,287662,275333,198019,13828.8,2607.24,812.219
135,w32_d8_q18_physics_s1,8x32,32,8,18,physics,1,full crossing,812.758,750.273,10156,9824,295236,269780,146719,12167.1,2559.65,812.758
136,w128_d4_q08_physics_s0,4x128,128,4,8,physics,0,full crossing,813.109,800.829,55204,54656,274602,282529,220129,10190.4,2976.39,813.109
137,w64_d4_q14_physics_s0,4x64,64,4,14,physics,0,full crossing,815.367,813.764,16892,16576,467727,445650,289514,15760,3016.26,815.367
138,w64_d8_q12_physics_s2,8x64,64,8,12,physics,2,full crossing,817.885,701.515,33012,32448,142293,135189,96882.8,10963.2,2665,817.885
139,w32_d4_q14_physics_s0,4x32,32,4,14,physics,0,full crossing,818.165,916.765,5404,5216,314106,297607,218042,15337.6,2510.74,818.165
140,w128_d8_q08_physics_s1,8x128,128,8,8,physics,1,full crossing,819.126,771.173,121252,120192,245532,226701,176800,11663.2,2779.7,819.126
141,w256_d4_q14_physics_s2,4x256,256,4,14,physics,2,full crossing,820.105,794.07,214844,213760,187631,172589,138306,15800.8,2968.36,820.105
142,w128_d4_q12_physics_s1,4x128,128,4,12,physics,1,full crossing,820.404,775.665,57268,56704,186329,180535,145879,18052.5,2933.19,820.404
143,w64_d8_q10_physics_s2,8x64,64,8,10,physics,2,full crossing,822.112,739.572,32492,31936,250731,265473,166622,10891,2624.95,822.112
144,w256_d4_q12_physics_s2,4x256,256,4,12,physics,2,full crossing,822.953,790.557,212788,211712,135350,133378,102237,13279.8,2626.71,822.953
145,w128_d4_q20_physics_s1,4x128,128,4,20,physics,1,full crossing,823.551,770.915,61396,60800,174090,180602,142100,14537.8,2834.85,823.551
146,w32_d8_q08_physics_s0,8x32,32,8,8,physics,0,full crossing,824.358,767.225,8836,8544,268243,241622,155919,9517.76,2273.01,824.358
147,w32_d8_q10_physics_s0,8x32,32,8,10,physics,0,full crossing,824.718,773.468,9100,8800,176417,169155,104356,13129.2,3047.87,824.718
148,w256_d8_q06_physics_s0,8x256,256,8,6,physics,0,full crossing,826.726,769.391,469788,467712,294592,273806,177761,14341.6,2682.74,826.726
149,w64_d4_q06_physics_s1,4x64,64,4,6,physics,1,full crossing,830.651,754.649,14812,14528,141954,138160,114905,15038.8,2937.93,830.651
150,w256_d8_q06_physics_s2,8x256,256,8,6,physics,2,full crossing,830.84,769.391,469788,467712,92918.8,85526.5,63149.5,7466.17,2281.38,830.84
151,w64_d4_q10_physics_s2,4x64,64,4,10,physics,2,full crossing,832.788,736.464,15852,15552,221047,225568,176980,14566.7,2933.74,832.788
152,w32_d8_q14_physics_s1,8x32,32,8,14,physics,1,full crossing,841.828,734.199,9628,9312,306861,284091,152489,9718.84,2842.64,841.828
153,w64_d4_q14_physics_s1,4x64,64,4,14,physics,1,full crossing,842.281,813.764,16892,16576,151638,158224,123937,18490.6,3648.31,842.281
154,w64_d4_q08_physics_s0,4x64,64,4,8,physics,0,full crossing,844.383,775.723,15332,15040,342740,378703,279862,13038.5,2931.79,844.383
155,w32_d4_q06_physics_s1,4x32,32,4,6,physics,1,full crossing,844.393,884.865,4348,4192,420100,392851,260836,12002.7,2503.33,844.393
156,w32_d4_q10_physics_s1,4x32,32,4,10,physics,1,full crossing,846.876,867.448,4876,4704,366915,344954,210805,14801.1,2755,846.876
157,w256_d4_q06_physics_s1,4x256,256,4,6,physics,1,full crossing,848.795,807.499,206620,205568,161154,162616,134922,17848.2,3017.86,848.795
158,w64_d4_q08_physics_s2,4x64,64,4,8,physics,2,full crossing,849.094,775.723,15332,15040,233763,247247,203174,14022.8,3006.85,849.094
159,w64_d8_q20_physics_s2,8x64,64,8,20,physics,2,full crossing,854.418,638.527,35092,34496,285851,313320,261653,12689.6,2591.66,854.418
160,w32_d4_q12_physics_s1,4x32,32,4,12,physics,1,full crossing,857.859,851.686,5140,4960,222319,215822,171473,21697.8,3420.73,857.859
161,w64_d8_q06_physics_s0,8x64,64,8,6,physics,0,full crossing,858.35,763.304,31452,30912,150008,137910,96117,9499,1965.23,858.35
162,w256_d4_q18_physics_s2,4x256,256,4,18,physics,2,full crossing,861.476,788.341,218956,217856,179460,173465,145118,19345,2905.61,861.476
163,w32_d4_q10_physics_s2,4x32,32,4,10,physics,2,full crossing,863.037,867.448,4876,4704,497950,460956,340141,16231.6,3067.68,863.037
164,w128_d2_q16_physics_s2,2x128,128,2,16,physics,2,full crossing,864.699,847.7,26308,25984,355340,354404,315948,40098.2,3295.98,864.699
165,w32_d8_q06_physics_s0,8x32,32,8,6,physics,0,full crossing,864.825,878.39,8572,8288,309629,284794,194862,11582.6,2974.68,864.825
166,w256_d4_q10_physics_s2,4x256,256,4,10,physics,2,full crossing,867.85,814.932,210732,209664,152989,143586,112095,11467.4,2837.44,867.85
167,w128_d2_q10_physics_s1,2x128,128,2,10,physics,1,full crossing,867.955,868.91,23212,22912,403133,399684,350840,34843.8,3135.89,867.955
168,w128_d2_q10_physics_s2,2x128,128,2,10,physics,2,full crossing,870.875,868.91,23212,22912,368732,373388,334091,26349,2918.4,870.875
169,w32_d8_q10_physics_s2,8x32,32,8,10,physics,2,full crossing,872.083,773.468,9100,8800,216133,206576,128022,15292.5,2675.05,872.083
170,w256_d4_q10_physics_s1,4x256,256,4,10,physics,1,full crossing,875.554,814.932,210732,209664,166005,167747,137470,16305.9,2893.7,875.554
171,w128_d8_q06_physics_s1,8x128,128,8,6,physics,1,full crossing,877.125,739.256,120220,119168,150110,151107,108025,10190.7,2791.52,877.125
172,w256_d4_q16_physics_s0,4x256,256,4,16,physics,0,full crossing,880.257,779.861,216900,215808,240452,227538,176415,13606.4,3210.21,880.257
173,w256_d4_q14_physics_s1,4x256,256,4,14,physics,1,full crossing,884.222,794.07,214844,213760,251029,265872,206139,13811.7,3381.38,884.222
174,w32_d4_q12_physics_s0,4x32,32,4,12,physics,0,full crossing,884.704,851.686,5140,4960,212191,200538,147447,18035.4,3773.48,884.704
175,w256_d4_q02_data_s1,4x256,256,4,2,data,1,10 mm,893.806,905.764,202508,201472,186842,1558.44,893.806,2014.06,2265.46,1011.35
176,w32_d8_q12_physics_s2,8x32,32,8,12,physics,2,full crossing,900.279,843.958,9364,9056,233853,240530,166850,10593.4,2392.39,900.279
177,w128_d2_q12_physics_s0,2x128,128,2,12,physics,0,full crossing,901.467,903.451,24244,23936,415223,413131,354118,28729.6,3315.76,901.467
178,w128_d2_q12_physics_s2,2x128,128,2,12,physics,2,full crossing,902.341,903.451,24244,23936,422708,427972,384316,38107.9,2808.8,902.341
179,w128_d2_q14_physics_s0,2x128,128,2,14,physics,0,full crossing,902.382,931.779,25276,24960,349336,342081,302653,21881.1,3586.93,902.382
180,w32_d4_q06_physics_s2,4x32,32,4,6,physics,2,full crossing,909.52,884.865,4348,4192,263942,264835,216778,16696.1,2656.22,909.52
181,w128_d2_q18_physics_s1,2x128,128,2,18,physics,1,full crossing,914.375,915.203,27340,27008,369109,374323,321560,19597.9,3586.06,914.375
182,w64_d2_q12_physics_s1,2x64,64,2,12,physics,1,full crossing,914.825,949.425,8052,7872,388401,388459,330946,17113.6,3630.26,914.825
183,w64_d4_q20_physics_s2,4x64,64,4,20,physics,2,full crossing,914.866,734.906,18452,18112,206867,204874,161361,19482.4,2745.08,914.866
184,w32_d8_q06_physics_s2,8x32,32,8,6,physics,2,full crossing,915.085,878.39,8572,8288,538037,482549,278371,10218.7,2749.13,915.085
185,w32_d4_q20_physics_s1,4x32,32,4,20,physics,1,full crossing,917.629,924.337,6196,5984,349967,317162,182237,11147.8,2682.18,917.629
186,w64_d2_q14_physics_s1,2x64,64,2,14,physics,1,full crossing,917.65,1033.33,8572,8384,408577,410066,349545,37833,4734.08,917.65
187,w32_d4_q18_physics_s0,4x32,32,4,18,physics,0,full crossing,919.514,878.935,5932,5728,239303,231654,180596,22004.1,2688.44,919.514
