track,row,evt,mckey,direction,p_GeV,eta,pid,z0_mm,z1_mm,dz_mm,hit_z_mm,hit_minus_far_plane_z_mm,hit_vs_reference_um
529,58067,7,2341,-1,3.91269,4.15996,-211,7825.735840,2663.153564,-5162.582275,2663.153500,-6.445e-05,2876.22
530,58069,7,3034,-1,13.5376,2.51086,-211,7824.192383,2663.153564,-5161.038818,2663.153500,-6.445e-05,942.195
531,58071,7,3320,-1,14.016,3.38936,211,7824.520020,2648.153564,-5176.366455,2648.153500,-6.445e-05,280.709
532,58073,7,3375,-1,9.58383,4.63457,-211,7825.719727,2641.846436,-5183.873291,2641.846500,6.445e-05,2033.67
533,58075,7,3394,-1,6.64561,3.10016,211,7826.068359,2656.846436,-5169.221924,2656.846500,6.445e-05,597.308
534,58077,7,3866,-1,3.50861,2.19246,211,7828.659180,2648.153564,-5180.505615,2648.153500,-6.445e-05,1377.91
535,58079,7,4475,-1,24.4241,4.76788,-2212,7825.625977,2663.153564,-5162.472412,2663.153500,-6.445e-05,179.149
536,58081,7,6097,-1,3.98483,3.85231,2212,7827.114258,2656.846436,-5170.267822,2656.846500,6.445e-05,1750.83
537,58082,7,7446,-1,7.55945,3.79228,-211,7825.431641,2641.846436,-5183.585205,2641.846500,6.445e-05,2582.51
538,58084,7,7923,-1,9.47734,3.13573,211,7823.775879,2656.846436,-5166.929443,2656.846500,6.445e-05,581.501
539,58086,7,8249,-1,3.77962,3.05173,-321,7828.140625,2656.846436,-5171.294189,2656.846500,6.445e-05,1600.42
540,58089,8,1006,-1,4.54099,4.30703,211,7825.875977,2641.846436,-5184.029541,2641.846500,6.445e-05,4931.23
541,58091,8,1155,-1,3.16143,3.24164,211,7825.610352,2648.153564,-5177.456787,2648.153500,-6.445e-05,2346.43
542,58092,8,1735,-1,5.77609,3.40109,211,7824.250000,2663.153564,-5161.096436,2663.153500,-6.445e-05,169.92
543,58094,8,1736,-1,6.19122,3.68302,-211,7824.667969,2641.846436,-5182.821533,2641.846500,6.445e-05,1469.95
544,58096,8,5070,-1,5.29819,2.34757,-211,7830.513672,2648.153564,-5182.360107,2648.153500,-6.445e-05,1016.25
545,58098,8,6300,-1,7.78636,3.37931,211,7825.584473,2663.153564,-5162.430908,2663.153500,-6.445e-05,1225.49
546,58100,9,830,-1,3.99483,3.60406,321,7825.807617,2663.153564,-5162.654053,2663.153500,-6.445e-05,1346.33
547,58102,9,1613,-1,2.8749,2.48423,211,7823.692871,2648.153564,-5175.539307,2648.153500,-6.445e-05,5451.05
548,58103,9,2456,-1,13.8956,4.82198,211,7826.531250,2656.846436,-5169.684814,2656.846500,6.445e-05,645.112
549,58105,9,4108,-1,17.9757,4.71462,-211,7825.611816,2663.153564,-5162.458252,2663.153500,-6.445e-05,862.809
550,58108,9,4698,-1,3.05177,3.36362,211,7827.217285,2648.153564,-5179.063721,2648.153500,-6.445e-05,2113.58
551,58111,10,1765,-1,77.1563,4.41764,321,7825.546387,2648.153564,-5177.392822,2648.153500,-6.445e-05,99.8259
552,58113,10,4223,-1,17.5023,3.54267,211,7827.023438,2648.153564,-5178.869873,2648.153500,-6.445e-05,434.864
553,58115,10,4593,-1,4.69529,2.96006,321,7829.057617,2641.846436,-5187.211182,2641.846500,6.445e-05,3711.78
554,58117,10,6635,-1,10.3734,4.83089,-211,7826.154785,2656.846436,-5169.308350,2656.846500,6.445e-05,805.218
555,58119,12,1515,-1,7.97158,3.05161,211,7824.068359,2648.153564,-5175.914795,2648.153500,-6.445e-05,600.022
556,58121,12,1762,-1,5.53167,3.10248,-321,7826.747070,2641.846436,-5184.900635,2641.846500,6.445e-05,237.087
557,58123,12,2293,-1,18.3047,4.43843,211,7825.465820,2656.846436,-5168.619385,2656.846500,6.445e-05,369.416
558,58125,12,2368,-1,19.4125,3.25007,-2212,7825.277832,2641.846436,-5183.431396,2641.846500,6.445e-05,190.113
559,58127,12,3015,-1,25.6762,3.63885,-321,7827.341797,2648.153564,-5179.188232,2648.153500,-6.445e-05,294.874
560,58129,12,4532,-1,4.20077,3.2396,211,7827.752441,2641.846436,-5185.906006,2641.846500,6.445e-05,3322.2
561,58131,12,5282,-1,8.30681,4.14628,-211,7825.601074,2648.153564,-5177.447510,2648.153500,-6.445e-05,1925.04
562,58133,12,6031,-1,7.43375,2.43596,-13,7829.916992,2641.846436,-5188.070557,2641.846500,6.445e-05,2087.12
563,58135,12,8107,-1,17.7279,3.08745,211,7824.114258,2648.153564,-5175.960693,2648.153500,-6.445e-05,660.992
564,58138,13,938,-1,10.2563,3.82957,-211,9332.695312,2663.153564,-6669.541748,2663.153500,-6.445e-05,3019.21
565,58140,13,1059,-1,2.35229,2.52015,211,7824.489746,2663.153564,-5161.336182,2663.153500,-6.445e-05,12453.9
566,58142,13,1727,-1,6.84271,4.36496,211,7826.762207,2641.846436,-5184.915771,2641.846500,6.445e-05,1615.04
567,58144,13,3334,-1,7.31169,4.35838,211,7826.265625,2663.153564,-5163.112061,2663.153500,-6.445e-05,2999.52
568,58146,13,4077,-1,6.32633,2.44333,-321,7826.357910,2656.846436,-5169.511475,2656.846500,6.445e-05,470.408
569,58149,13,5085,-1,6.37518,2.70312,211,7829.801758,2656.846436,-5172.955322,2656.846500,6.445e-05,1844.72
570,58151,13,5110,-1,4.35228,3.28606,211,7824.095215,2663.153564,-5160.941650,2663.153500,-6.445e-05,3033.84
571,58153,13,6963,-1,3.85524,3.46561,321,7824.450684,2641.846436,-5182.604248,2641.846500,6.445e-05,1831.47
572,58155,13,8790,-1,5.66228,3.19392,-211,7825.335938,2648.153564,-5177.182373,2648.153500,-6.445e-05,1554.48
573,58157,14,1636,-1,8.62126,2.91576,321,7827.191406,2648.153564,-5179.037842,2648.153500,-6.445e-05,668.329
574,58159,14,2831,-1,3.18319,3.67419,-211,7827.211426,2648.153564,-5179.057861,2648.153500,-6.445e-05,1995.07
575,58161,15,1303,-1,8.11188,3.18861,211,7824.412598,2656.846436,-5167.566162,2656.846500,6.445e-05,3027.69
576,58163,15,1363,-1,22.8523,4.37896,211,7825.542969,2648.153564,-5177.389404,2648.153500,-6.445e-05,710.775
577,58166,15,2988,-1,4.61793,2.39179,-211,7831.230957,2663.153564,-5168.077393,2663.153500,-6.445e-05,2412.16
578,58167,15,3854,-1,17.7753,3.43516,-211,7827.327637,2663.153564,-5164.174072,2663.153500,-6.445e-05,770.044
579,58169,15,5491,-1,5.20435,2.84394,211,7823.657227,2648.153564,-5175.503662,2648.153500,-6.445e-05,760.607
580,58171,16,652,-1,3.87189,2.6163,-211,7823.724121,2648.153564,-5175.570557,2648.153500,-6.445e-05,1063.51
581,58173,16,2755,-1,18.3376,2.35727,321,7831.120117,2641.932373,-5189.187744,2641.932339,-3.405e-05,86.239
582,58175,17,708,-1,2.73374,4.23713,211,7825.981445,2663.153564,-5162.827881,2663.153500,-6.445e-05,9264.46
583,58177,17,854,-1,1.95483,2.38128,321,7828.479492,2663.153564,-5165.325928,2663.153500,-6.445e-05,15047.7
584,58179,18,2329,-1,8.41101,3.58034,321,7827.342285,2656.846436,-5170.495850,2656.846500,6.445e-05,299.615
585,58181,18,3831,-1,18.151,2.91318,-211,7825.833008,2641.846436,-5183.986572,2641.846500,6.445e-05,430.091
586,58184,18,4131,-1,6.13608,3.89699,-211,7827.219727,2656.846436,-5170.373291,2656.846500,6.445e-05,570.598
587,58186,18,5766,-1,3.56468,4.29737,-211,7826.355957,2656.846436,-5169.509521,2656.846500,6.445e-05,1289.22
588,58188,18,6924,-1,11.4236,2.58456,211,7821.947754,2648.153564,-5173.794189,2648.153500,-6.445e-05,876.193
589,58190,18,7384,-1,8.29675,4.41312,211,7826.037598,2663.153564,-5162.884033,2663.153500,-6.445e-05,3621.7
590,58192,18,7394,-1,5.89023,3.99126,-211,7825.630371,2663.153564,-5162.476807,2663.153500,-6.445e-05,1098.31
591,58194,18,8375,-1,8.56891,4.60646,211,7825.626953,2663.153564,-5162.473389,2663.153500,-6.445e-05,755.351
592,58196,18,10188,-1,5.55236,3.74474,211,7825.879395,2663.153564,-5162.725830,2663.153500,-6.445e-05,1363.86
593,58198,18,10218,-1,2.75306,3.42567,211,7827.954590,2648.153564,-5179.801025,2648.153500,-6.445e-05,7256.16
594,58200,18,12496,-1,2.50417,2.87683,211,7822.930176,2663.153564,-5159.776611,2663.153500,-6.445e-05,4996.12
595,58201,18,12622,-1,8.19255,2.52219,-211,7821.674316,2641.846436,-5179.827881,2641.846500,6.445e-05,2886.5
596,58203,18,13405,-1,3.34813,2.38716,211,7830.075195,2663.153564,-5166.921631,2663.153500,-6.445e-05,5663.37
597,58205,18,14224,-1,3.53975,3.99021,211,7825.643066,2641.846436,-5183.796631,2641.846500,6.445e-05,5420.41
598,58207,18,14853,-1,4.01603,2.91338,211,7825.365723,2663.153564,-5162.212158,2663.153500,-6.445e-05,3393.98
599,58210,18,16706,-1,32.0587,4.57197,-211,7826.160156,2656.846436,-5169.313721,2656.846500,6.445e-05,267.259
600,58212,18,17188,-1,56.269,4.62917,2212,7826.592285,2648.153564,-5178.438721,2648.153500,-6.445e-05,96.0255
601,58214,18,17740,-1,18.7566,3.34216,-321,7825.714355,2641.846436,-5183.867920,2641.846500,6.445e-05,326.037
602,58216,18,17743,-1,33.2642,3.4407,211,7824.742188,2641.846436,-5182.895752,2641.846500,6.445e-05,315.756
603,58219,19,1805,-1,14.0683,4.79696,211,7826.240723,2648.153564,-5178.087158,2648.153500,-6.445e-05,251.314
604,58221,19,2253,-1,2.4997,2.53495,211,7829.683594,2656.846436,-5172.837158,2656.846500,6.445e-05,9449.42
605,58223,19,2843,-1,22.4129,4.82668,-211,7826.443848,2656.846436,-5169.597412,2656.846500,6.445e-05,412.055
606,58226,19,4918,-1,5.49183,2.80321,211,7823.986816,2663.153564,-5160.833252,2663.153500,-6.445e-05,987.131
607,58227,19,4922,-1,8.35226,3.40055,-211,7824.809082,2641.846436,-5182.962646,2641.846500,6.445e-05,779.45
608,58229,19,5794,-1,28.0515,4.59754,2212,7826.368652,2648.153564,-5178.215088,2648.153500,-6.445e-05,119.681
609,58230,19,6832,-1,18.1913,3.42694,211,7826.224609,2648.153564,-5178.071045,2648.153500,-6.445e-05,228.257
610,58232,19,7661,-1,2.06052,2.33307,211,7824.659180,2663.153564,-5161.505615,2663.153500,-6.445e-05,5736.01
611,58234,19,7857,-1,8.79182,3.58511,211,7826.808594,2648.153564,-5178.655029,2648.153500,-6.445e-05,757.654
612,58235,19,8211,-1,12.6629,2.92973,211,7824.521484,2641.846436,-5182.675049,2641.846500,6.445e-05,163.627
613,58237,19,8353,-1,3.49361,3.3888,211,7826.996582,2663.153564,-5163.843018,2663.153500,-6.445e-05,1895.95
614,58239,19,8830,-1,3.37564,2.44066,211,7821.932617,2648.153564,-5173.779053,2648.153500,-6.445e-05,7361.94
615,58241,20,2132,-1,2.83138,3.61066,-211,7827.447754,2648.153564,-5179.294189,2648.153500,-6.445e-05,5125.17
616,58243,20,6103,-1,3.41433,2.32655,-211,7827.725098,2641.846436,-5185.878662,2641.846500,6.445e-05,4212.84
617,58245,20,6493,-1,7.80154,2.63745,211,7827.445801,2663.153564,-5164.292236,2663.153500,-6.445e-05,650.203
618,58247,20,6581,-1,5.83768,3.12553,-211,7828.575684,2663.153564,-5165.422119,2663.153500,-6.445e-05,723.512
619,58249,20,9154,-1,10.6481,4.52071,211,7966.063477,2663.153564,-5302.909912,2663.153500,-6.445e-05,630.645
620,58251,20,11785,-1,6.1263,2.64833,-211,7829.733887,2641.846436,-5187.887451,2641.846500,6.445e-05,2387.23
621,58253,20,11864,-1,5.28479,2.43474,-321,7823.985840,2648.153564,-5175.832275,2648.153500,-6.445e-05,801.143
622,58255,20,12082,-1,12.0473,4.16699,-2212,7826.000000,2648.153564,-5177.846436,2648.153500,-6.445e-05,439.385
623,58256,20,14041,-1,7.43442,3.57994,-211,7826.177734,2648.153564,-5178.024170,2648.153500,-6.445e-05,1257.25
624,58258,21,1370,-1,23.2049,3.96169,-2212,7827.108398,2663.153564,-5163.954834,2663.153500,-6.445e-05,98.2029
625,58259,21,1490,-1,3.30233,3.17792,-211,7828.256836,2648.153564,-5180.103271,2648.153500,-6.445e-05,4246.99
626,58262,22,3477,-1,7.94978,4.13719,211,7825.859375,2663.153564,-5162.705811,2663.153500,-6.445e-05,5534.72
627,58264,22,3505,-1,5.59315,2.96199,-321,7824.352539,2648.153564,-5176.198975,2648.153500,-6.445e-05,384.002
628,58266,22,3551,-1,5.20405,3.51199,321,7825.780762,2641.846436,-5183.934326,2641.846500,6.445e-05,5836.53
629,58268,22,3625,-1,63.6039,4.31611,-321,7825.992188,2663.153564,-5162.838623,2663.153500,-6.445e-05,231.554
630,58270,22,4894,-1,6.46708,3.40292,-211,7827.607910,2641.846436,-5185.761475,2641.846500,6.445e-05,1395.26
631,58272,23,1269,-1,8.66508,2.2289,-211,7829.074707,2648.153564,-5180.921143,2648.153500,-6.445e-05,2560.66
632,58274,23,2241,-1,6.32899,3.74835,211,7824.839844,2641.846436,-5182.993408,2641.846500,6.445e-05,2107.96
633,58277,24,3206,-1,4.39377,2.92067,211,7823.759277,2648.153564,-5175.605713,2648.153500,-6.445e-05,2837.21
634,58280,24,4143,-1,6.55411,3.8989,211,7825.441895,2656.846436,-5168.595459,2656.846500,6.445e-05,2548.71
635,58282,24,5671,-1,20.2472,3.94558,211,7825.897461,2663.153564,-5162.743896,2663.153500,-6.445e-05,1052.87
636,58284,25,1084,-1,25.2038,3.00061,-211,7823.544922,2641.846436,-5181.698486,2641.846500,6.445e-05,619.664
637,58286,25,1113,-1,3.38704,3.02722,211,7825.254883,2656.846436,-5168.408447,2656.846500,6.445e-05,3583.3
638,58288,25,1513,-1,15.585,4.80165,-211,7826.010254,2663.153564,-5162.856689,2663.153500,-6.445e-05,444.078
639,58290,25,2386,-1,7.15045,4.71288,-2212,7825.811035,2663.153564,-5162.657471,2663.153500,-6.445e-05,385.454
640,58291,26,744,-1,3.20371,3.14611,-211,7827.854004,2663.153564,-5164.700439,2663.153500,-6.445e-05,6963.64
641,58293,26,1371,-1,6.15082,3.41261,-211,7825.669434,2641.846436,-5183.822998,2641.846500,6.445e-05,2758.34
642,58295,26,2354,-1,21.9886,4.60851,-211,7826.644531,2663.153564,-5163.490967,2663.153500,-6.445e-05,477.608
643,58297,27,2202,-1,3.87941,2.13584,211,7830.783691,2656.846436,-5173.937256,2656.846500,6.445e-05,6780.57
644,58299,27,3302,-1,53.8984,4.94189,-211,7825.950684,2663.153564,-5162.797119,2663.153500,-6.445e-05,323.879
645,58300,28,2302,-1,20.2095,3.66099,211,7825.412109,2663.153564,-5162.258545,2663.153500,-6.445e-05,296.653
646,58302,28,3451,-1,23.4222,3.74467,-2212,7825.701660,2663.153564,-5162.548096,2663.153500,-6.445e-05,186.573
647,58305,28,4677,-1,5.7958,2.3234,-211,7828.015625,2641.846436,-5186.169189,2641.846500,6.445e-05,1636.17
648,58307,28,4817,-1,3.2823,2.60188,-211,7829.256836,2648.153564,-5181.103271,2648.153500,-6.445e-05,7951.18
649,58309,29,354,-1,4.55122,2.30296,-211,7831.673340,2641.846436,-5189.826904,2641.846500,6.445e-05,2614.41
650,58311,29,1222,-1,8.49389,2.79696,211,7823.116699,2641.846436,-5181.270264,2641.846500,6.445e-05,614.741
651,58314,30,3441,-1,5.25736,3.38998,-211,7827.891113,2648.153564,-5179.737549,2648.153500,-6.445e-05,2492.04
652,58317,30,5015,-1,3.45308,2.71358,-211,7829.918457,2656.846436,-5173.072021,2656.846500,6.445e-05,15721.9
653,58319,30,6013,-1,3.17403,2.32766,211,7831.681641,2648.153564,-5183.528076,2648.153500,-6.445e-05,7899.54
654,58322,30,8816,-1,4.85305,2.73639,-211,7829.162598,2663.153564,-5166.009033,2663.153500,-6.445e-05,2398.36
655,58324,30,8843,-1,5.39429,3.57328,211,7827.653809,2648.153564,-5179.500244,2648.153500,-6.445e-05,2206
656,58326,31,596,-1,2.65447,2.25795,2212,7820.572754,2648.153564,-5172.419189,2648.153500,-6.445e-05,4025.22
657,58328,31,1267,-1,3.20553,3.01279,-211,7825.287598,2656.846436,-5168.441162,2656.846500,6.445e-05,2820.09
658,58331,31,1938,-1,3.99853,3.84711,211,7826.510742,2663.153564,-5163.357178,2663.153500,-6.445e-05,1011.15
659,58332,31,2027,-1,10.61,3.64596,-2212,7824.742676,2641.846436,-5182.896240,2641.846500,6.445e-05,498.854
660,58334,32,1221,-1,3.65024,2.88444,211,7829.317383,2656.846436,-5172.470947,2656.846500,6.445e-05,24149.5
661,58335,32,5876,-1,17.7542,2.52166,211,7824.329590,2663.153564,-5161.176025,2663.153500,-6.445e-05,552.171
662,58337,32,6224,-1,13.5413,3.83257,211,7824.864258,2641.846436,-5183.017822,2641.846500,6.445e-05,617.632
663,58340,32,6920,-1,3.47001,3.53277,211,7824.413086,2641.846436,-5182.566650,2641.846500,6.445e-05,1837.24
664,58342,32,8099,-1,23.3977,2.03292,2212,7821.424316,2641.846436,-5179.577881,2641.846500,6.445e-05,162.483
665,58345,32,8118,-1,5.70989,2.31664,-211,7822.964844,2656.846436,-5166.118408,2656.846500,6.445e-05,2776.95
666,58346,32,8140,-1,3.45083,3.44167,-211,7825.173340,2648.153564,-5177.019775,2648.153500,-6.445e-05,4401.91
667,58348,32,8681,-1,8.8254,4.64789,211,7825.687988,2663.153564,-5162.534424,2663.153500,-6.445e-05,726.963
668,58350,32,8682,-1,4.82512,3.57572,-211,7825.152832,2663.153564,-5161.999268,2663.153500,-6.445e-05,2689.75
669,58352,33,2439,-1,4.69579,2.77845,-211,7824.224609,2648.153564,-5176.071045,2648.153500,-6.445e-05,1421.89
670,58355,33,3156,-1,3.97082,3.62389,211,7824.823730,2663.153564,-5161.670166,2663.153500,-6.445e-05,2738.02
671,58357,33,3924,-1,2.03841,2.744,211,7827.033691,2648.153564,-5178.880127,2648.153500,-6.445e-05,8520.55
672,58359,33,4363,-1,5.22618,3.04869,211,7828.218262,2656.846436,-5171.371826,2656.846500,6.445e-05,2222.6
673,58361,33,4378,-1,4.00505,3.6703,211,7826.743164,2648.153564,-5178.589600,2648.153500,-6.445e-05,875.189
674,58364,33,4693,-1,3.62332,4.85596,-211,7826.622070,2663.153564,-5163.468506,2663.153500,-6.445e-05,1846.51
675,58366,33,5668,-1,4.93622,2.83068,211,7825.781738,2641.846436,-5183.935303,2641.846500,6.445e-05,1473.79
676,58368,33,5703,-1,36.7974,4.23602,211,7826.962402,2641.846436,-5185.115967,2641.846500,6.445e-05,96.8502
677,58369,33,6788,-1,2.1164,2.0065,-211,7824.701172,2656.846436,-5167.854736,2656.846500,6.445e-05,10119.2
678,58371,33,9294,-1,13.6666,4.57159,-211,7825.909668,2663.153564,-5162.756104,2663.153500,-6.445e-05,478.898
679,58372,33,9364,-1,3.59949,2.16239,211,7832.367188,2648.153564,-5184.213623,2648.153500,-6.445e-05,6307.05
680,58373,34,1880,-1,2.90958,3.64515,211,7827.451172,2656.846436,-5170.604736,2656.846500,6.445e-05,4672.9
681,58375,34,4659,-1,10.4188,3.94784,321,7826.087402,2663.153564,-5162.933838,2663.153500,-6.445e-05,1069.93
682,58377,34,4665,-1,3.69177,4.04443,-211,7826.917969,2641.846436,-5185.071533,2641.846500,6.445e-05,2492.01
683,58379,34,4725,-1,2.37214,2.30256,-211,7827.134766,2663.153564,-5163.981201,2663.153500,-6.445e-05,7016.74
684,58381,34,8017,-1,45.8355,4.69514,321,7826.599609,2648.153564,-5178.446045,2648.153500,-6.445e-05,134.079
685,58384,35,392,-1,4.86977,2.77395,-211,7826.605957,2648.153564,-5178.452393,2648.153500,-6.445e-05,813.18
686,58387,36,1397,-1,5.46703,3.8423,211,7827.120117,2648.153564,-5178.966553,2648.153500,-6.445e-05,1633.73
687,58389,36,1398,-1,3.51796,3.16871,-211,7826.292480,2641.846436,-5184.446045,2641.846500,6.445e-05,16965.5
688,58391,36,1466,-1,7.0349,3.77689,211,8507.837891,2641.846436,-5865.991455,2641.846500,6.445e-05,1916.02
689,58393,36,1714,-1,26.2572,3.86926,211,7825.357422,2648.153564,-5177.203857,2648.153500,-6.445e-05,356.016
690,58395,36,3032,-1,7.73231,3.69709,-211,8648.328125,2656.846436,-5991.481689,2656.846500,6.445e-05,5345.22
691,58398,36,3636,-1,3.11468,3.22891,-211,7827.695312,2641.846436,-5185.848877,2641.846500,6.445e-05,3549.88
692,58400,36,3981,-1,2.31608,3.83827,211,7824.936035,2663.153564,-5161.782471,2663.153500,-6.445e-05,12170.7
693,58402,36,4177,-1,4.11192,2.32723,-321,7831.216797,2663.153564,-5168.063232,2663.153500,-6.445e-05,1625.13
694,58404,36,4205,-1,3.36391,3.85161,211,7827.165039,2641.846436,-5185.318604,2641.846500,6.445e-05,1636.1
695,58406,36,4548,-1,5.57388,4.12247,-321,7825.226562,2656.846436,-5168.380127,2656.846500,6.445e-05,1755.71
696,58408,36,6715,-1,5.89983,2.04996,211,7825.552246,2656.846436,-5168.705811,2656.846500,6.445e-05,2113.91
697,58410,37,675,-1,5.31269,3.2373,-211,7823.906738,2656.846436,-5167.060303,2656.846500,6.445e-05,905.29
698,58412,37,1744,-1,3.29927,2.82724,211,7822.771484,2641.846436,-5180.925049,2641.846500,6.445e-05,7185.62
699,58414,37,1781,-1,29.8792,4.16626,2212,7825.267578,2656.846436,-5168.421143,2656.846500,6.445e-05,41.8486
700,58416,37,1793,-1,14.3307,3.81987,211,7825.482910,2641.846436,-5183.636475,2641.846500,6.445e-05,292.672
701,58418,37,2302,-1,2.66729,2.6829,-211,7830.023438,2648.153564,-5181.869873,2648.153500,-6.445e-05,7208.23
702,58421,39,1133,-1,13.0606,4.21298,-211,9262.546875,2641.846436,-6620.700439,2641.846500,6.445e-05,2055.7
703,58423,40,750,-1,4.08159,3.84982,211,7827.124023,2648.153564,-5178.970459,2648.153500,-6.445e-05,2994.76
704,58426,40,1484,-1,4.11092,3.81437,211,7825.049316,2641.846436,-5183.202881,2641.846500,6.445e-05,5533.39
705,58428,40,1500,-1,15.8871,3.26832,211,7825.985352,2648.153564,-5177.831787,2648.153500,-6.445e-05,4280.66
706,58431,41,931,-1,6.29022,3.34845,-211,7825.328125,2663.153564,-5162.174561,2663.153500,-6.445e-05,742.661
707,58433,41,2392,-1,2.70291,2.93239,211,7828.465820,2648.153564,-5180.312256,2648.153500,-6.445e-05,4716.32
708,58435,41,2622,-1,30.7156,4.95706,-211,7825.807129,2663.153564,-5162.653564,2663.153500,-6.445e-05,280.267
709,58437,41,2729,-1,3.2251,3.43492,211,7821.436035,2648.153564,-5173.282471,2648.153500,-6.445e-05,10190.4
710,58439,41,2735,-1,9.13455,3.78803,211,7826.610352,2648.153564,-5178.456787,2648.153500,-6.445e-05,3058.78
711,58440,42,1312,-1,33.2137,3.49388,-211,7827.670410,2648.153564,-5179.516846,2648.153500,-6.445e-05,228.007
712,58441,42,1335,-1,46.995,4.22153,211,7826.543457,2648.153564,-5178.389893,2648.153500,-6.445e-05,125.526
713,58445,42,2511,-1,10.645,2.69474,211,7829.405762,2641.846436,-5187.559326,2641.846500,6.445e-05,728.945
714,58447,42,3350,-1,4.64847,3.59433,-211,7825.411133,2641.846436,-5183.564697,2641.846500,6.445e-05,910.676
715,58449,42,3480,-1,11.2829,3.01865,-211,7828.857910,2641.846436,-5187.011475,2641.846500,6.445e-05,252.773
716,58451,43,1237,-1,8.57579,3.51927,-211,7824.975098,2656.846436,-5168.128662,2656.846500,6.445e-05,576.876
717,58454,43,1656,-1,9.15057,4.76651,-211,7825.843262,2663.153564,-5162.689697,2663.153500,-6.445e-05,1076.38
718,58456,43,2870,-1,6.68764,3.14018,-211,7826.440430,2641.846436,-5184.593994,2641.846500,6.445e-05,847.945
719,58458,43,3869,-1,3.41165,2.50796,13,7825.494141,2663.153564,-5162.340576,2663.153500,-6.445e-05,1813.11
720,58460,43,4487,-1,39.9943,4.9261,-211,7896.305664,2656.846436,-5239.459229,2656.846500,6.445e-05,289.395
721,58461,43,4538,-1,6.40049,3.51262,-2212,7826.943359,2656.846436,-5170.096924,2656.846500,6.445e-05,255.676
722,58463,43,4968,-1,22.1236,3.52533,211,7826.382812,2656.846436,-5169.536377,2656.846500,6.445e-05,411.281
723,58465,43,5535,-1,12.4806,3.98241,321,7826.187012,2656.846436,-5169.340576,2656.846500,6.445e-05,163.464
724,58466,44,774,-1,27.6144,4.8754,-211,7826.506836,2656.846436,-5169.660400,2656.846500,6.445e-05,195.504
725,58468,44,971,-1,15.4015,4.72522,-211,7825.913086,2663.153564,-5162.759521,2663.153500,-6.445e-05,335.275
726,58470,45,4666,-1,5.26081,3.45173,-211,7827.029785,2641.846436,-5185.183350,2641.846500,6.445e-05,1473.26
727,58472,45,5212,-1,2.9029,3.09755,211,7824.024902,2663.153564,-5160.871338,2663.153500,-6.445e-05,8947.88
728,58474,45,5224,-1,3.02354,2.51231,-211,7822.528320,2648.153564,-5174.374756,2648.153500,-6.445e-05,19982.2
729,58476,45,5528,-1,6.09299,3.60368,211,7826.696777,2656.846436,-5169.850342,2656.846500,6.445e-05,184.003
730,58478,45,8085,-1,6.08762,2.29199,-211,7831.069336,2648.153564,-5182.915771,2648.153500,-6.445e-05,1958.31
731,58480,45,9196,-1,6.38883,3.84389,-211,7827.193848,2656.846436,-5170.347412,2656.846500,6.445e-05,2331.12
732,58483,46,809,-1,2.8026,3.65714,-211,7826.941406,2648.153564,-5178.787842,2648.153500,-6.445e-05,1540.81
733,58485,46,1621,-1,5.03959,3.31042,321,7827.958984,2656.846436,-5171.112549,2656.846500,6.445e-05,1914.58
734,58488,46,2587,-1,16.7364,3.8303,211,7824.936523,2641.846436,-5183.090088,2641.846500,6.445e-05,229.894
735,58490,46,2988,-1,2.79282,3.5193,211,7825.375488,2641.846436,-5183.529053,2641.846500,6.445e-05,8042.93
736,58492,46,3425,-1,65.5555,4.98618,-211,7966.375977,2656.846436,-5309.529541,2656.846500,6.445e-05,132.066
737,58494,46,4505,-1,3.26722,2.57578,211,7823.723633,2641.846436,-5181.877197,2641.846500,6.445e-05,1919.63
738,58495,46,4779,-1,6.89785,4.55273,-211,7826.179688,2648.153564,-5178.026123,2648.153500,-6.445e-05,1227.43
739,58496,46,6235,-1,4.61533,3.10997,211,7827.876953,2663.153564,-5164.723389,2663.153500,-6.445e-05,3588.48
740,58497,46,6239,-1,5.88385,3.39669,211,7824.706543,2656.846436,-5167.860107,2656.846500,6.445e-05,928.616
741,58499,47,993,-1,12.9514,4.70326,211,7826.081543,2641.846436,-5184.235107,2641.846500,6.445e-05,870.602
742,58501,47,1716,-1,3.60053,2.59153,-211,7826.585449,2663.153564,-5163.431885,2663.153500,-6.445e-05,2067.47
743,58503,47,2383,-1,8.60581,4.46595,-211,7826.665039,2641.846436,-5184.818604,2641.846500,6.445e-05,563.794
744,58505,47,2981,-1,6.32491,4.32424,211,7826.495605,2648.153564,-5178.342041,2648.153500,-6.445e-05,7765.7
745,58507,47,3166,-1,2.15554,2.73928,-211,7823.926758,2648.153564,-5175.773193,2648.153500,-6.445e-05,9038.18
746,58509,47,3309,-1,8.56051,4.47591,211,7826.428711,2656.846436,-5169.582275,2656.846500,6.445e-05,951.96
747,58512,47,4632,-1,4.35823,2.79451,-2212,7827.427246,2656.846436,-5170.580811,2656.846500,6.445e-05,1314.74
748,58514,47,4889,-1,3.47684,3.86798,211,7826.007324,2663.153564,-5162.853760,2663.153500,-6.445e-05,4771.54
749,58516,49,1018,-1,4.20548,3.05456,2212,7828.274414,2656.846436,-5171.427979,2656.846500,6.445e-05,2413.33
750,58518,49,1801,-1,2.19348,3.38972,211,7826.595703,2648.153564,-5178.442139,2648.153500,-6.445e-05,16730.1
